timestamp,open,high,low,close,volume_(btc),volume_(currency),weighted_price,signal,ema200,ma200,rsi200,%k30
1332859260,4.77,4.77,4.77,4.77,8.92872117,42.58999998,4.77,0.0,4.907458,5.01235,48.846823,95.833333
1332859680,4.78,4.78,4.78,4.78,11.08158995,52.96999996,4.78,0.0,4.906189,5.0099,48.903297,100.0
1332860220,4.78,4.78,4.78,4.78,1.2383778,5.919445884,4.78,0.0,4.904934,5.00725,48.903297,100.0
1332860880,4.86,4.86,4.86,4.86,9.07085298,44.08434548,4.86,0.0,4.904487,5.005,49.355112,100.0
1332860940,4.86,4.86,4.86,4.86,3.1041649,15.08624141,4.86,0.0,4.904044,5.00215,49.355112,100.0
1332861000,4.86,4.86,4.86,4.86,3.1041649,15.08624141,4.86,0.0,4.903606,4.99995,49.355112,100.0
1332861060,4.86,4.86,4.86,4.86,0.99,4.8114,4.86,0.0,4.903172,4.9974,49.355112,100.0
1332861120,4.86,4.86,4.86,4.86,3.09970464,15.06456455,4.86,0.0,4.902742,4.99485,49.355112,100.0
1332861180,4.86,4.86,4.86,4.86,3.09970464,15.06456455,4.86,0.0,4.902317,4.9926,49.355112,100.0
1332861240,4.86,4.86,4.86,4.86,2.10970464,10.25316455,4.86,0.0,4.901896,4.99005,49.355112,100.0
1332861300,4.86,4.86,4.86,4.86,0.99,4.8114,4.86,0.0,4.901479,4.9875,49.355112,100.0
1332861360,4.86,4.86,4.86,4.86,3.09970464,15.06456455,4.86,0.0,4.901066,4.98525,49.355112,100.0
1332861420,4.86,4.86,4.86,4.86,3.09970464,15.06456455,4.86,0.0,4.900658,4.9827,49.355112,100.0
1332861480,4.89,4.89,4.89,4.89,8.72648709,42.67252187,4.89,0.0,4.900552,4.98025,49.531063,100.0
1332861540,4.89,4.89,4.89,4.89,1.98927746,9.727566779,4.89,0.0,4.900447,4.97775,49.531063,100.0
1332861600,4.89,4.89,4.89,4.89,10.63022494,51.98179996,4.89,0.0,4.900343,4.9757,49.531063,100.0
1332862380,4.73,4.73,4.73,4.73,1.666,7.88018,4.73,0.0,4.898648,4.97295,48.616591,20.0
1332862680,4.73,4.73,4.73,4.73,1.30322142,6.164237317,4.73,0.0,4.89697,4.97025,48.616591,20.0
1332865380,4.78,4.78,4.78,4.78,2.97944636,14.2417536,4.78,0.0,4.895806,4.96765,48.914303,45.0
1332865440,4.97,4.97,4.97,4.97,30.43420523,151.258,4.97,0.0,4.896544,4.9656,50.020233,100.0
1332870480,4.76,4.76,4.76,4.76,2.97944636,14.18216467,4.76,0.0,4.895185,4.96245,48.845615,25.0
1332870600,4.9,4.9,4.9,4.9,1.0,4.9,4.9,0.0,4.895233,4.96,49.638006,75.0
1332870780,4.97,4.97,4.97,4.97,23.02414487,114.43,4.97,0.0,4.895977,4.9579,50.026997,100.0
1332872460,4.75,4.75,4.75,4.75,0.25,1.1875,4.75,0.0,4.894525,4.9547,48.835552,8.333333
1332872940,4.73,4.73,4.73,4.73,2.5,11.825,4.73,0.0,4.892888,4.95135,48.729518,0.0
1332878040,4.72,4.73,4.72,4.73,3.20889272,15.1482681,4.720715033,0.0,4.891267,4.94795,48.729518,4.0
1332883980,4.77,4.77,4.77,4.77,2.97944636,14.21195914,4.77,0.0,4.89006,4.94545,48.953421,20.0
1332884580,4.81,4.81,4.81,4.81,2.97944636,14.33113699,4.81,0.0,4.889264,4.9432,49.176488,36.0
1332892680,4.84,4.84,4.84,4.84,1.54204817,7.463513143,4.84,0.0,4.888774,4.9405,49.343344,48.0
1332893340,4.75,4.75,4.72,4.72,98.45795183,464.7980281,4.720776936,0.0,4.887094,4.9372,48.700584,0.0
1332916440,4.81,4.81,4.81,4.81,1.54878022,7.449632858,4.81,0.0,4.886327,4.9342,49.199385,36.0
1332916500,4.8,4.8,4.79,4.79,6.54888409,31.38464363,4.792365112,0.0,4.885369,4.9311,49.092775,28.0
1332916560,4.8,4.8,4.8,4.8,3.45111591,16.56535637,4.8,1.0,4.884519,4.9281,49.148147,32.0
1332916680,4.79,4.79,4.79,4.79,3.44788233,16.51535636,4.79,1.0,4.883579,4.92505,49.094479,28.0
1332916740,4.79,4.79,4.79,4.79,2.84333745,13.61958639,4.79,1.0,4.882648,4.922,49.094479,28.0
1332917460,4.78,4.78,4.78,4.78,20.0,95.6,4.78,1.0,4.881626,4.9188,49.040388,24.0
1332934380,4.91,4.91,4.91,4.91,5.53053951,27.15494899,4.91,1.0,4.881908,4.91625,49.763538,76.0
1332934500,4.91,4.91,4.91,4.91,2.04081633,10.02040818,4.91,1.0,4.882188,4.91375,49.763538,76.0
1332934560,4.91,4.91,4.91,4.91,2.04081633,10.02040818,4.91,1.0,4.882465,4.91165,49.763538,76.0
1332934800,4.92,4.95,4.92,4.95,5.70050006,28.14252929,4.936852732,1.0,4.883137,4.90975,49.985229,92.0
1332934860,4.95,4.95,4.95,4.95,2.03665988,10.08146641,4.95,1.0,4.883802,4.9074,49.985229,92.0
1332934980,4.95,4.95,4.95,4.95,2.03665988,10.08146641,4.95,1.0,4.884461,4.90505,49.985229,92.0
1332935100,4.95,4.95,4.95,4.95,2.03665988,10.08146641,4.95,1.0,4.885113,4.9027,49.985229,92.0
1332935160,4.95,4.95,4.95,4.95,2.04498978,10.12269941,4.95,1.0,4.885759,4.90085,49.985229,92.0
1332935220,4.95,4.95,4.95,4.95,2.04498978,10.12269941,4.95,1.0,4.886398,4.89895,49.985229,92.0
1332935280,4.95,4.95,4.95,4.95,2.04498978,10.12269941,4.95,1.0,4.887031,4.89705,49.985229,92.0
1332935340,4.95,4.95,4.95,4.95,2.04498978,10.12269941,4.95,1.0,4.887657,4.8952,49.985229,92.0
1332935400,4.95,4.95,4.95,4.95,2.03665988,10.08146641,4.95,1.0,4.888277,4.89335,49.985229,92.0
1332935520,4.95,4.95,4.95,4.95,2.04918033,10.14344263,4.95,1.0,4.888892,4.89155,49.985229,92.0
1332935580,4.95,4.95,4.95,4.95,6.42372097,31.7974188,4.95,1.0,4.8895,4.88975,49.985229,92.0
1332937020,4.77,4.77,4.77,4.77,1.54919833,7.389676034,4.77,1.0,4.888311,4.8869,48.957898,20.0
1332937320,4.77,4.93,4.77,4.93,1.51680167,7.341703966,4.840253087,1.0,4.888725,4.8849,49.878178,84.0
1332937380,4.93,4.93,4.93,4.93,111.9491803,551.909459,4.93,1.0,4.889136,4.8829,49.878178,91.304348
1332937440,4.93,4.93,4.93,4.93,2.04081633,10.06122451,4.93,1.0,4.889543,4.88105,49.878178,91.304348
1332937620,4.93,4.93,4.93,4.93,0.666,3.28338,4.93,1.0,4.889945,4.87925,49.878178,91.304348
1332937680,4.93,4.93,4.93,4.93,2.04918033,10.10245903,4.93,1.0,4.890344,4.8775,49.878178,91.304348
1332937800,4.93,4.93,4.93,4.93,2.04081633,10.06122451,4.93,1.0,4.890738,4.8758,49.878178,91.304348
1332937860,4.93,4.93,4.93,4.93,12.04498978,59.38179962,4.93,1.0,4.891129,4.87415,49.878178,91.304348
1332937920,4.93,4.93,4.93,4.93,2.04498978,10.08179962,4.93,1.0,4.891516,4.87255,49.878178,91.304348
1332937980,4.93,4.93,4.93,4.93,2.04498978,10.08179962,4.93,1.0,4.891899,4.871,49.878178,88.888889
1332938040,4.93,4.93,4.93,4.93,2.04498978,10.08179962,4.93,1.0,4.892278,4.86885,49.878178,88.888889
1332938100,4.93,4.93,4.93,4.93,12.04498978,59.38179962,4.93,1.0,4.892653,4.8667,49.878178,88.888889
1332938160,4.93,4.93,4.93,4.93,2.04081633,10.06122451,4.93,1.0,4.893025,4.86515,49.878178,88.888889
1332938280,4.93,4.93,4.93,4.93,12.04081633,59.36122451,4.93,1.0,4.893393,4.86355,49.878178,88.888889
1332938340,4.93,4.93,4.93,4.93,6.75,33.2775,4.93,1.0,4.893757,4.8615,49.878178,88.888889
1332938400,4.93,4.93,4.93,4.93,2.04081633,10.06122451,4.93,1.0,4.894118,4.85945,49.878178,88.888889
1332938460,4.93,4.93,4.93,4.93,2.04081633,10.06122451,4.93,1.0,4.894475,4.85785,49.878178,88.888889
1332938820,4.93,4.93,4.93,4.93,2.04081633,10.06122451,4.93,1.0,4.894828,4.8563,49.878178,88.888889
1332939480,4.79,4.79,4.79,4.79,0.69868191,3.346686349,4.79,1.0,4.893785,4.85405,49.035775,11.111111
1332940140,4.76,4.76,4.76,4.76,24.54284374,116.8239362,4.76,1.0,4.892454,4.85165,48.858063,0.0
1332941640,4.87,4.87,4.87,4.87,12.87244899,62.68882658,4.87,1.0,4.892231,4.84985,49.532073,57.894737
1332942600,4.94,4.94,4.94,4.94,18.74089068,92.57999996,4.94,1.0,4.892706,4.84845,49.953908,94.736842
1332949920,4.87,4.87,4.87,4.87,0.4,1.948,4.87,1.0,4.89248,4.84675,49.537767,57.894737
1332950280,4.87,4.87,4.87,4.87,2.05761317,10.02057614,4.87,1.0,4.892256,4.8451,49.537767,57.894737
1332950700,4.87,4.87,4.87,4.87,1.06993784,5.210597281,4.87,1.0,4.892035,4.8435,49.537767,57.894737
1332972840,4.82,4.82,4.82,4.82,0.7,3.374,4.82,1.0,4.891318,4.8419,49.240331,31.578947
1332979140,4.93,4.93,4.93,4.93,2.16539926,10.67541835,4.93,0.0,4.891703,4.84095,49.905372,89.473684
1332979200,4.93,4.93,4.93,4.93,6.11046281,30.12458165,4.93,0.0,4.892084,4.8405,49.905372,89.473684
1332998100,4.82,4.82,4.82,4.82,0.85298154,4.111371023,4.82,0.0,4.891367,4.8392,49.253562,31.578947
1333009440,4.81,4.81,4.8,4.8,2.08333333,10.0155309,4.807454839,0.0,4.890458,4.8375,49.136291,22.222222
1333017240,4.82,4.82,4.82,4.82,0.54701846,2.636628977,4.82,0.0,4.889757,4.8359,49.257714,33.333333
1333017900,4.87,4.87,4.87,4.87,10.31622257,50.24000392,4.87,0.0,4.88956,4.83355,49.560253,61.111111
1333020240,4.8,4.8,4.8,4.8,0.6,2.88,4.8,0.0,4.888669,4.8307,49.147945,22.222222
1333040460,4.8,4.8,4.8,4.8,0.6,2.88,4.8,0.0,4.887787,4.8297,49.147945,22.222222
1333044300,4.88,4.9,4.88,4.9,5.0,24.4401329,4.888026581,0.0,4.887908,4.82875,49.751157,77.777778
1333046340,4.8,4.8,4.8,4.8,1.58650778,7.615237344,4.8,0.0,4.887033,4.8279,49.165026,22.222222
1333047000,4.79,4.79,4.79,4.79,6.1958719,29.6782264,4.79,0.0,4.886068,4.82705,49.106881,16.666667
1333047060,4.78,4.78,4.78,4.78,6.19960848,29.63412853,4.78,0.0,4.885012,4.8261,49.048582,11.111111
1333047120,4.77,4.77,4.77,4.77,3.61601184,17.24837648,4.77,0.0,4.883868,4.825,48.99013,5.555556
1333051800,4.85,4.85,4.85,4.85,33.3428422,161.7127847,4.85,0.0,4.883531,4.82455,49.474252,50.0
1333051860,4.85,4.85,4.85,4.85,20.06256348,97.30343288,4.85,0.0,4.883197,4.82435,49.474252,50.0
1333051920,4.84,4.84,4.84,4.84,13.28027872,64.27654901,4.84,0.0,4.882768,4.8244,49.415038,44.444444
1333083900,4.81,4.81,4.79,4.79,9.8528609,47.26430845,4.797013673,0.0,4.881844,4.82425,49.119614,16.666667
1333083960,4.79,4.79,4.78,4.78,6.35140995,30.37679872,4.782685885,0.0,4.880831,4.82355,49.060658,11.111111
1333084020,4.77,4.77,4.77,4.77,2.1,10.017,4.77,0.0,4.879728,4.82295,49.001548,5.555556
1333084080,4.77,4.77,4.76,4.76,8.6,40.957,4.762441861,1.0,4.878537,4.8223,48.942285,0.0
1333086240,4.77,4.77,4.77,4.77,1.2,5.724,4.77,1.0,4.877457,4.82175,49.00427,5.555556
1333097820,4.8,4.8,4.8,4.8,15.241457,73.1589936,4.8,1.0,4.876686,4.82115,49.190252,22.222222
1333098600,4.8,4.9,4.8,4.9,42.42713318,206.2900352,4.862219521,1.0,4.876918,4.82105,49.803542,77.777778
1333099560,4.91,4.91,4.91,4.91,23.8,116.858,4.91,1.0,4.877247,4.821,49.864362,83.333333
1333109460,4.9,4.9,4.9,4.9,5.39492089,26.43511236,4.9,1.0,4.877474,4.8209,49.803715,77.777778
1333111440,4.91,4.91,4.91,4.91,5.52749491,27.14000001,4.91,1.0,4.877797,4.8208,49.864997,88.235294
1333112280,4.91,4.91,4.91,4.91,2.69450101,13.22999996,4.91,1.0,4.878118,4.8206,49.864997,88.235294
1333119360,4.76,4.76,4.76,4.76,1.0,4.76,4.76,1.0,4.876943,4.81955,48.959379,0.0
1333123740,4.9,4.9,4.9,4.9,8.0,39.2,4.9,1.0,4.877172,4.8192,49.814333,82.352941
1333132680,4.88,4.88,4.88,4.88,29.20901639,142.54,4.88,1.0,4.8772,4.8189,49.69482,70.588235
1333178100,4.9,4.92,4.9,4.92,23.85437528,117.2197694,4.91397356,1.0,4.877626,4.8188,49.936251,94.117647
1333178640,4.92,4.92,4.92,4.92,1.6,7.872,4.92,1.0,4.878048,4.81855,49.936251,100.0
1333178760,4.92,4.92,4.92,4.92,1.547753,7.61494476,4.92,1.0,4.878465,4.8183,49.936251,100.0
1333188120,4.91,4.91,4.91,4.91,12.819815,62.94529165,4.91,1.0,4.878779,4.818,49.875502,93.75
1333188180,4.91,4.91,4.91,4.91,23.313658,114.4700608,4.91,1.0,4.87909,4.81835,49.875502,93.75
1333188240,4.91,4.91,4.91,4.91,31.342842,153.8933542,4.91,0.0,4.879397,4.8188,49.875502,93.75
1333189320,4.9,4.9,4.9,4.9,3.54911464,17.39066174,4.9,0.0,4.879602,4.8193,49.813983,87.5
1333197060,4.9,4.9,4.9,4.9,1.61399388,7.908570012,4.9,0.0,4.879805,4.81905,49.813983,87.5
1333197720,4.91,4.91,4.91,4.91,52.32505091,256.916,4.91,0.0,4.880106,4.8188,49.876431,93.75
1333200360,4.89,4.89,4.89,4.89,0.8,3.912,4.89,0.0,4.880204,4.8193,49.751994,81.25
1333220700,4.92,4.92,4.92,4.92,1.21344497,5.970149252,4.92,0.0,4.8806,4.8194,49.940276,100.0
1333232940,4.9,4.9,4.9,4.9,4.39373553,21.5293041,4.9,0.0,4.880793,4.81915,49.815211,87.5
1333260720,4.89,4.89,4.89,4.89,1.6,7.824,4.89,0.0,4.880885,4.8188,49.7526,81.25
1333275420,4.89,4.89,4.85,4.85,6.5,31.61046433,4.863148359,0.0,4.880577,4.81875,49.502478,56.25
1333279620,4.85,4.85,4.83,4.83,2.0746888,10.03660785,4.837644975,0.0,4.880074,4.81865,49.377736,43.75
1333279680,4.83,4.83,4.83,4.83,1.02800902,4.965283567,4.83,0.0,4.879576,4.8187,49.377736,43.75
1333281360,4.8,4.8,4.8,4.8,45.0,216.0,4.8,0.0,4.878784,4.81865,49.189931,25.0
1333281420,4.8,4.82,4.8,4.82,19.2675843,92.50289948,4.800959894,0.0,4.878199,4.8187,49.319084,37.5
1333281480,4.82,4.82,4.82,4.82,4.9,23.618,4.82,0.0,4.87762,4.8181,49.319084,37.5
1333281600,4.8,4.8,4.8,4.8,27.5181001,132.0868805,4.8,0.0,4.876848,4.8174,49.192782,25.0
1333289280,4.79,4.79,4.79,4.79,34.2669922,164.1388926,4.79,0.0,4.875983,4.81655,49.129557,18.75
1333289340,4.79,4.8,4.79,4.8,27.19992,130.4876168,4.797352963,0.0,4.875227,4.81565,49.195182,25.0
1333293300,4.78,4.78,4.78,4.78,3.30761317,15.81039095,4.78,0.0,4.87428,4.81465,49.067947,12.5
1333293360,4.78,4.78,4.78,4.78,21.69238683,103.6896091,4.78,0.0,4.873342,4.81365,49.067947,12.5
1333296060,4.77,4.77,4.77,4.77,77.05761317,367.5648148,4.77,0.0,4.872314,4.8126,49.003938,6.25
1333296120,4.77,4.77,4.77,4.77,24.10565213,114.9839607,4.77,0.0,4.871295,4.81155,49.003938,6.25
1333298640,4.77,4.77,4.77,4.77,1.0,4.77,4.77,0.0,4.870288,4.81145,49.003938,6.25
1333306680,4.89,4.89,4.89,4.89,5.01798033,24.53792381,4.89,0.0,4.870484,4.81195,49.801644,80.0
1333306740,4.89,4.89,4.89,4.89,6.96932515,34.07999998,4.89,0.0,4.870678,4.8124,49.801644,80.0
1333356780,4.8,4.8,4.8,4.8,5.0,24.0,4.8,0.0,4.869975,4.8126,49.218402,20.0
1333363080,4.78,4.78,4.78,4.78,2.44884872,11.70549688,4.78,0.0,4.869079,4.81165,49.090003,6.666667
1333363140,4.78,4.78,4.78,4.78,17.55115128,83.89450312,4.78,0.0,4.868193,4.8107,49.090003,6.666667
1333363200,4.87,4.87,4.87,4.87,33.09856263,161.19,4.87,0.0,4.868211,4.81135,49.686605,66.666667
1333363560,4.81,4.81,4.81,4.81,3.21962595,15.48640082,4.81,0.0,4.867632,4.81175,49.299517,26.666667
1333368180,4.81,4.81,4.81,4.81,5.2,25.012,4.81,0.0,4.867058,4.8122,49.299517,26.666667
1333373100,4.88,4.88,4.88,4.88,2.45901639,11.99999998,4.88,0.0,4.867187,4.8117,49.760743,73.333333
1333373160,4.88,4.88,4.88,4.88,7.71561978,37.65222453,4.88,0.0,4.867315,4.81155,49.760743,73.333333
1333373820,4.89,4.9,4.89,4.9,4.90626447,24.0326959,4.898369432,0.0,4.86764,4.8124,49.892294,86.666667
1333373880,4.89,4.91,4.82,4.82,47.00257986,229.9914145,4.893165762,0.0,4.867166,4.81285,49.372571,33.333333
1333379040,4.91,4.91,4.91,4.91,13.47250509,66.14999999,4.91,0.0,4.867592,4.8144,49.961915,93.333333
1333381080,4.92,4.92,4.92,4.92,10.05969911,49.49371962,4.92,0.0,4.868113,4.816,50.026876,100.0
1333381140,4.92,4.92,4.92,4.92,9.93013828,48.85628034,4.92,0.0,4.86863,4.81625,50.026876,100.0
1333382220,4.92,4.92,4.92,4.92,17.4791904,85.99761677,4.92,0.0,4.869141,4.81685,50.026876,100.0
1333382340,4.84,4.84,4.84,4.84,7.6964212,37.25067861,4.84,0.0,4.868851,4.81665,49.504934,46.666667
1333382880,4.87,4.87,4.87,4.87,1.99600798,9.720558863,4.87,0.0,4.868862,4.8171,49.702709,66.666667
1333383240,4.87,4.87,4.87,4.87,1.60440524,7.813453519,4.87,0.0,4.868874,4.81785,49.702709,66.666667
1333383540,4.89,4.93,4.89,4.93,107.4533489,525.7450099,4.892774543,0.0,4.869482,4.8189,50.097556,100.0
1333383660,4.93,4.93,4.93,4.93,75.0,369.75,4.93,0.0,4.870084,4.81995,50.097556,100.0
1333383900,4.93,4.93,4.93,4.93,54.9,270.657,4.93,0.0,4.87068,4.8212,50.097556,100.0
1333383960,4.93,4.93,4.93,4.93,0.0051473,0.025376189,4.93,0.0,4.871271,4.82275,50.097556,100.0
1333384080,4.93,4.93,4.93,4.93,1.54260678,7.605051425,4.93,1.0,4.871855,4.82325,50.097556,100.0
1333384200,4.85,4.85,4.85,4.85,126.7,614.495,4.85,1.0,4.871637,4.82335,49.565585,50.0
1333384860,4.94,4.95,4.94,4.95,21.97723445,108.687357,4.945451953,1.0,4.872417,4.82505,50.229526,100.0
1333385100,4.96,4.97,4.96,4.97,10.48666183,52.04381586,4.96285822,1.0,4.873388,4.8257,50.360877,100.0
1333385220,4.98,4.98,4.98,4.98,2.31899999,11.54861995,4.98,1.0,4.874449,4.8275,50.426622,100.0
1333385340,4.98,4.98,4.98,4.98,57.58107436,286.7537503,4.98,1.0,4.875499,4.8294,50.426622,100.0
1333385400,4.98,4.98,4.98,4.98,47.0,234.06,4.98,1.0,4.876539,4.8316,50.426622,100.0
1333385460,4.99,5.01,4.99,5.01,71.98347319,359.6441286,4.996204166,1.0,4.877867,4.83365,50.625774,100.0
1333385640,5.0,5.0,5.0,5.0,28.2,141.0,5.0,1.0,4.879082,4.83555,50.557732,95.652174
1333386780,5.0,5.0,5.0,5.0,4.498,22.49,5.0,1.0,4.880285,4.8378,50.557732,95.652174
1333387140,5.01,5.01,5.01,5.01,2.2,11.022,5.01,1.0,4.881576,4.8401,50.624762,100.0
1333387200,5.01,5.01,5.01,5.01,1.1,5.511,5.01,1.0,4.882854,4.84185,50.624762,100.0
1333387260,5.01,5.01,5.01,5.01,0.6,3.006,5.01,1.0,4.884119,4.8442,50.624762,100.0
1333387320,5.01,5.01,5.01,5.01,0.3,1.503,5.01,1.0,4.885372,4.84655,50.624762,100.0
1333387440,5.01,5.01,5.01,5.01,22.2,111.222,5.01,1.0,4.886612,4.8489,50.624762,100.0
1333387800,5.02,5.02,5.02,5.02,0.00597609,0.029999972,5.02,1.0,4.887939,4.8513,50.693305,100.0
1333388880,5.02,5.02,5.02,5.02,2.97090407,14.91393843,5.02,1.0,4.889253,4.85305,50.693305,100.0
1333389540,5.04,5.04,5.04,5.04,4.91468253,24.76999995,5.04,1.0,4.890753,4.85485,50.831194,100.0
1333392360,4.93,4.93,4.93,4.93,1.18661257,5.84999997,4.93,1.0,4.891143,4.8561,50.057391,45.0
1333393500,4.93,4.93,4.93,4.93,2.04,10.0572,4.93,1.0,4.89153,4.857,50.057391,45.0
1333394160,5.03,5.03,5.03,5.03,34.77614339,174.9240013,5.03,1.0,4.892908,4.8584,50.74589,95.0
1333394460,5.03,5.03,5.03,5.03,0.04572564,0.229999969,5.03,1.0,4.894272,4.8599,50.74589,95.0
1333398480,5.04,5.04,5.04,5.04,15.75198413,79.39000002,5.04,1.0,4.895722,4.8624,50.81438,100.0
1333427520,5.04,5.04,5.04,5.04,13.19841269,66.51999996,5.04,1.0,4.897158,4.8646,50.81438,100.0
1333443240,4.9,4.9,4.9,4.9,3.16530612,15.50999999,4.9,1.0,4.897186,4.86625,49.834454,26.315789
1333444380,4.99,4.99,4.99,4.99,5.5,27.445,4.99,1.0,4.898109,4.8676,50.451796,73.684211
1333449480,4.98,4.98,4.98,4.98,3.0,14.94,4.98,1.0,4.898924,4.86875,50.38256,68.421053
1333449600,5.0,5.0,5.0,5.0,23.474,117.37,5.0,1.0,4.89993,4.86985,50.51905,78.947368
1333454340,5.0,5.0,5.0,5.0,10.5,52.5,5.0,1.0,4.900926,4.8712,50.51905,78.947368
1333459200,4.86,4.86,4.86,4.86,2.0,9.72,4.86,1.0,4.900519,4.87185,49.555199,5.263158
1333480620,4.97,4.97,4.97,4.97,0.80080483,3.980000005,4.97,1.0,4.90121,4.87285,50.303918,63.157895
1333481580,4.95,4.95,4.95,4.95,40.07575757,198.375,4.95,1.0,4.901695,4.8737,50.167854,50.0
1333484880,4.97,4.97,4.97,4.97,53.2140845,264.474,4.97,1.0,4.902375,4.8747,50.302952,61.111111
1333486740,4.96,4.96,4.96,4.96,0.3,1.488,4.96,1.0,4.902948,4.87565,50.234515,55.555556
1333486920,4.96,4.96,4.96,4.96,78.7,390.352,4.96,1.0,4.903516,4.8768,50.234515,55.555556
1333487100,4.98,4.98,4.98,4.98,5.30923694,26.43999996,4.98,1.0,4.904277,4.87805,50.370915,66.666667
1333487400,4.98,4.98,4.98,4.98,2.416,12.03168,4.98,1.0,4.905031,4.8795,50.370915,66.666667
1333491000,4.99,4.99,4.99,4.99,2.6492986,13.22000001,4.99,1.0,4.905876,4.8806,50.439518,72.222222
1333527240,4.92,4.92,4.91,4.91,28.19945368,138.4913121,4.91113458,0.0,4.905917,4.8813,49.885089,27.777778
1333527420,4.91,4.91,4.91,4.91,44.3359416,217.6894733,4.91,1.0,4.905958,4.8822,49.885089,27.777778
1333531500,4.92,4.92,4.92,4.92,2.0,9.84,4.92,1.0,4.906097,4.883,49.954544,33.333333
1333533120,4.92,4.92,4.92,4.92,66.026,324.84792,4.92,1.0,4.906236,4.88375,49.954544,33.333333
1333534980,4.92,4.92,4.92,4.92,1.0,4.92,4.92,0.0,4.906373,4.8845,49.954544,33.333333
1333541820,4.95,4.95,4.95,4.95,2.24230607,11.09941505,4.95,0.0,4.906807,4.8854,50.164885,50.0
1333544640,4.95,4.95,4.95,4.95,1.85344682,9.174561759,4.95,0.0,4.907237,4.8863,50.164885,50.0
1333545300,4.99,4.99,4.99,4.99,16.5,82.335,4.99,0.0,4.90806,4.88735,50.445387,72.222222
1333545600,4.99,4.99,4.99,4.99,0.02204408,0.109999959,4.99,0.0,4.908875,4.8884,50.445387,72.222222
1333546260,4.92,4.92,4.92,4.92,4.01841626,19.770608,4.92,1.0,4.908986,4.8887,49.948435,33.333333
1333546320,4.89,4.89,4.89,4.89,0.95953966,4.692148937,4.89,1.0,4.908797,4.88885,49.737389,16.666667
1333548300,5.01,5.01,5.01,5.01,16.96711361,85.00523919,5.01,1.0,4.909804,4.8896,50.576891,83.333333
1333550160,4.9,4.9,4.9,4.9,5.12961059,25.13509189,4.9,1.0,4.909707,4.8898,49.810439,22.222222
1333550820,4.87,4.87,4.87,4.87,94.8389341,461.8656091,4.87,1.0,4.909312,4.88985,49.604395,5.555556
1333550880,4.86,4.86,4.86,4.86,0.03145531,0.152872807,4.86,1.0,4.908821,4.88985,49.53575,0.0
1333561860,4.93,4.93,4.93,4.93,0.873,4.30389,4.93,1.0,4.909032,4.8902,50.022318,46.666667
1333561920,4.93,4.93,4.93,4.93,1.746,8.60778,4.93,1.0,4.90924,4.89055,50.022318,46.666667
1333565340,4.91,4.91,4.91,4.91,3.0,14.73,4.91,1.0,4.909248,4.8908,49.883514,33.333333
